graph,minDFScode
407,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,rejectrequest,14,createanewbankaccount)(5,6,1,createanewbankaccount,5,sendabankcardinaletter)"
408,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,rejectrequest,14,createanewbankaccount)(5,6,1,createanewbankaccount,5,sendabankcardinaletter)(6,7,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
409,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,rejectrequest,14,createanewbankaccount)(5,6,1,createanewbankaccount,5,sendabankcardinaletter)(5,8,1,createanewbankaccount,6,sendapinnumberinaletter)(6,7,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
410,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,rejectrequest,14,createanewbankaccount)(5,6,1,createanewbankaccount,5,sendabankcardinaletter)(5,7,1,createanewbankaccount,6,sendapinnumberinaletter)"
411,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,rejectrequest,14,createanewbankaccount)(5,6,1,createanewbankaccount,5,sendabankcardinaletter)(5,7,1,createanewbankaccount,6,sendapinnumberinaletter)(7,8,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
412,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,rejectrequest,14,createanewbankaccount)(5,6,1,createanewbankaccount,6,sendapinnumberinaletter)"
413,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,rejectrequest,14,createanewbankaccount)(5,6,1,createanewbankaccount,6,sendapinnumberinaletter)(6,7,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
414,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)"
415,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,4,sendawelcomepackinaletter)"
416,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,4,sendawelcomepackinaletter)(6,7,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
417,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,4,sendawelcomepackinaletter)(5,8,1,createanewbankaccount,5,sendabankcardinaletter)(6,7,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
418,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,4,sendawelcomepackinaletter)(5,8,1,createanewbankaccount,5,sendabankcardinaletter)(5,9,1,createanewbankaccount,6,sendapinnumberinaletter)(6,7,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
419,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,4,sendawelcomepackinaletter)(5,8,1,createanewbankaccount,6,sendapinnumberinaletter)(6,7,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
420,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,4,sendawelcomepackinaletter)(5,7,1,createanewbankaccount,5,sendabankcardinaletter)"
421,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,4,sendawelcomepackinaletter)(5,7,1,createanewbankaccount,5,sendabankcardinaletter)(7,8,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
422,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,4,sendawelcomepackinaletter)(5,7,1,createanewbankaccount,5,sendabankcardinaletter)(5,9,1,createanewbankaccount,6,sendapinnumberinaletter)(7,8,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
423,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,4,sendawelcomepackinaletter)(5,7,1,createanewbankaccount,5,sendabankcardinaletter)(5,8,1,createanewbankaccount,6,sendapinnumberinaletter)"
424,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,4,sendawelcomepackinaletter)(5,7,1,createanewbankaccount,5,sendabankcardinaletter)(5,8,1,createanewbankaccount,6,sendapinnumberinaletter)(8,9,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
425,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,4,sendawelcomepackinaletter)(5,7,1,createanewbankaccount,6,sendapinnumberinaletter)"
426,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,4,sendawelcomepackinaletter)(5,7,1,createanewbankaccount,6,sendapinnumberinaletter)(7,8,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
427,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,5,sendabankcardinaletter)"
428,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,5,sendabankcardinaletter)(6,7,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
429,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,5,sendabankcardinaletter)(5,8,1,createanewbankaccount,6,sendapinnumberinaletter)(6,7,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
430,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,5,sendabankcardinaletter)(5,7,1,createanewbankaccount,6,sendapinnumberinaletter)"
431,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,5,sendabankcardinaletter)(5,7,1,createanewbankaccount,6,sendapinnumberinaletter)(7,8,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
432,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,6,sendapinnumberinaletter)"
433,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,11,acceptrequest)(0,4,1,evaluaterequest,12,rejectrequest)(0,5,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(5,6,1,createanewbankaccount,6,sendapinnumberinaletter)(6,7,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
434,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)"
435,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)"
436,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)"
437,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(5,6,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
438,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,7,1,createanewbankaccount,5,sendabankcardinaletter)(5,6,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
439,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,7,1,createanewbankaccount,5,sendabankcardinaletter)(4,8,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
440,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,7,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
441,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,6,1,createanewbankaccount,5,sendabankcardinaletter)"
442,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,6,1,createanewbankaccount,5,sendabankcardinaletter)(6,7,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
443,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,6,1,createanewbankaccount,5,sendabankcardinaletter)(4,8,1,createanewbankaccount,6,sendapinnumberinaletter)(6,7,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
444,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,6,1,createanewbankaccount,5,sendabankcardinaletter)(4,7,1,createanewbankaccount,6,sendapinnumberinaletter)"
445,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,6,1,createanewbankaccount,5,sendabankcardinaletter)(4,7,1,createanewbankaccount,6,sendapinnumberinaletter)(7,8,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
446,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,6,1,createanewbankaccount,6,sendapinnumberinaletter)"
447,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,6,1,createanewbankaccount,6,sendapinnumberinaletter)(6,7,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
448,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,5,sendabankcardinaletter)"
449,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,5,sendabankcardinaletter)(5,6,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
450,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,5,sendabankcardinaletter)(4,7,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
451,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,5,sendabankcardinaletter)(4,6,1,createanewbankaccount,6,sendapinnumberinaletter)"
452,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,5,sendabankcardinaletter)(4,6,1,createanewbankaccount,6,sendapinnumberinaletter)(6,7,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
453,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,6,sendapinnumberinaletter)"
454,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(3,4,1,rejectrequest,14,createanewbankaccount)(4,5,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
455,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(0,4,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)"
456,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(0,4,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)"
457,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(0,4,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(5,6,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
458,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(0,4,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,7,1,createanewbankaccount,5,sendabankcardinaletter)(5,6,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
459,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(0,4,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,7,1,createanewbankaccount,5,sendabankcardinaletter)(4,8,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
460,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(0,4,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,7,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
461,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(0,4,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,6,1,createanewbankaccount,5,sendabankcardinaletter)"
462,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(0,4,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,6,1,createanewbankaccount,5,sendabankcardinaletter)(6,7,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
463,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(0,4,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,6,1,createanewbankaccount,5,sendabankcardinaletter)(4,8,1,createanewbankaccount,6,sendapinnumberinaletter)(6,7,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
464,"(0,1,1,evaluaterequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,12,rejectrequest)(0,4,1,evaluaterequest,2,createanewbankaccount)(1,2,1,notifythecustomerbyemail,3,applicationrejected)(4,5,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,6,1,createanewbankaccount,5,sendabankcardinaletter)(4,7,1,createanewbankaccount,6,sendapinnumberinaletter)"
